0;60;0;0;88;0;0;0.00;0;0.00;0.00;0
0;60;0;0;88;0;0;0.00;0;0.00;0.00;0
0;60;0;0;88;0;0;0.00;0;0.00;0.00;0
0;60;0;0;88;0;0;0.00;0;0.00;0.00;0
0;60;0;0;88;0;0;0.00;0;0.00;0.00;0
0;60;0;0;88;0;0;0.00;0;0.00;0.00;0
0;60;0;0;88;0;0;0.00;0;0.00;0.00;0
0;60;0;0;88;0;0;0.00;0;0.00;0.00;0
0;59;0;0;88;0;0;0.00;0;0.00;0.00;92
0;59;0;0;88;0;0;0.00;0;0.00;0.00;92
0;59;0;0;88;0;0;0.00;0;0.00;0.00;92
0;59;0;0;88;0;0;0.00;0;0.00;0.00;92
0;59;0;0;88;0;0;0.00;0;0.00;0.00;92
0;59;0;0;88;0;0;0.00;0;0.00;0.00;92
0;59;0;0;88;0;0;0.00;0;0.00;0.00;92
0;59;0;0;88;0;0;0.00;0;0.00;0.00;92
0;59;0;0;88;0;0;0.00;0;0.00;0.00;92
0;59;0;0;88;0;0;0.00;0;0.00;0.00;92
0;60;0;0;88;0;0;0.00;0;0.00;0.00;92
0;60;0;0;88;0;0;0.00;0;0.00;0.00;92
0;60;0;0;88;0;0;0.00;0;0.00;0.00;92
0;60;0;0;88;0;0;0.00;0;0.00;0.00;92
0;60;0;0;88;0;0;0.00;0;0.00;0.00;92
0;60;0;0;88;0;0;0.00;0;0.00;0.00;92
0;60;0;0;88;0;0;0.00;0;0.00;0.00;92
0;60;0;0;88;0;0;0.00;0;0.00;0.00;92
0;60;0;0;88;0;0;0.00;0;0.00;0.00;92
0;60;0;0;88;0;0;0.00;0;0.00;0.00;92
0;59;0;0;88;0;0;0.00;0;0.00;0.00;92
0;59;0;0;88;0;0;0.00;0;0.00;0.00;92
0;59;0;0;88;0;0;0.00;0;0.00;0.00;92
0;59;0;0;88;0;0;0.00;0;0.00;0.00;92
0;59;0;0;88;0;0;0.00;0;0.00;0.00;92
0;59;0;0;88;0;0;0.00;0;0.00;0.00;92
0;59;0;0;88;0;0;0.00;0;0.00;0.00;92
0;59;0;0;88;0;0;0.00;0;0.00;0.00;92
0;59;0;0;88;0;0;0.00;0;0.00;0.00;92
0;60;0;0;88;0;0;0.00;0;0.00;0.00;88
0;60;0;0;88;0;0;0.00;0;0.00;0.00;88
0;60;0;0;88;0;0;0.00;0;0.00;0.00;88
0;60;0;0;88;0;0;0.00;0;0.00;0.00;88
0;60;0;0;88;0;0;0.00;0;0.00;0.00;88
0;60;0;0;88;0;0;0.00;0;0.00;0.00;88
0;60;0;0;88;0;0;0.00;0;0.00;0.00;88
0;60;0;0;88;0;0;0.00;0;0.00;0.00;88
0;60;0;0;88;0;0;0.00;0;0.00;0.00;88
0;60;0;0;88;0;0;0.00;0;0.00;0.00;88
0;60;0;0;88;0;0;0.00;0;0.00;0.00;93
0;60;0;0;88;0;0;0.00;0;0.00;0.00;93
0;60;0;0;88;0;0;0.00;0;0.00;0.00;93
0;60;0;0;88;0;0;0.00;0;0.00;0.00;93
0;60;0;0;88;0;0;0.00;0;0.00;0.00;93
0;60;0;0;88;0;0;0.00;0;0.00;0.00;93
0;60;0;0;88;0;0;0.00;0;0.00;0.00;93
0;60;0;0;88;0;0;0.00;0;0.00;0.00;93
0;60;0;0;88;0;0;0.00;0;0.00;0.00;93
0;60;0;0;88;0;0;0.00;0;0.00;0.00;93
0;60;0;0;88;0;0;0.00;0;0.00;0.00;87
0;60;0;0;88;0;0;0.00;0;0.00;0.00;87
0;60;0;0;88;0;0;0.00;0;0.00;0.00;87
0;60;0;0;88;0;0;0.00;0;0.00;0.00;87
0;60;0;0;88;0;0;0.00;0;0.00;0.00;87
0;60;0;0;88;0;0;0.00;0;0.00;0.00;87
0;60;0;0;88;0;0;0.00;0;0.00;0.00;87
0;60;0;0;88;0;0;0.00;0;0.00;0.00;87
0;60;0;0;88;0;0;0.00;0;0.00;0.00;87
0;60;0;0;88;0;0;0.00;0;0.00;0.00;58
0;60;0;0;88;0;0;0.00;0;0.00;0.00;58
0;60;0;0;88;0;0;0.00;0;0.00;0.00;58
0;60;0;0;88;0;0;0.00;0;0.00;0.00;58
0;60;0;0;88;0;0;0.00;0;0.00;0.00;58
0;60;0;0;88;0;0;0.00;0;0.00;0.00;58
0;60;0;0;88;0;0;0.00;0;0.00;0.00;58
0;60;0;0;88;0;0;0.00;0;0.00;0.00;58
0;60;0;0;88;0;0;0.00;0;0.00;0.00;58
0;60;0;0;88;0;0;0.00;0;0.00;0.00;58
0;60;0;0;88;0;0;0.00;0;0.00;0.00;94
0;60;0;0;88;0;0;0.00;0;0.00;0.00;94
0;60;0;0;88;0;0;0.00;0;0.00;0.00;94
0;60;0;0;88;0;0;0.00;0;0.00;0.00;94
0;60;0;0;88;0;0;0.00;0;0.00;0.00;94
0;60;0;0;88;0;0;0.00;0;0.00;0.00;94
0;60;0;0;88;0;0;0.00;0;0.00;0.00;94
0;60;0;0;88;0;0;0.00;0;0.00;0.00;94
0;60;0;0;88;0;0;0.00;0;0.00;0.00;94
0;60;0;0;88;0;0;0.00;0;0.00;0.00;94
0;59;0;0;88;0;0;0.00;0;0.00;0.00;97
0;59;0;0;88;0;0;0.00;0;0.00;0.00;97
0;59;0;0;88;0;0;0.00;0;0.00;0.00;97
0;59;0;0;88;0;0;0.00;0;0.00;0.00;97
0;59;0;0;88;0;0;0.00;0;0.00;0.00;97
0;59;0;0;88;0;0;0.00;0;0.00;0.00;97
0;59;0;0;88;0;0;0.00;0;0.00;0.00;97
0;59;0;0;88;0;0;0.00;0;0.00;0.00;97
0;59;0;0;88;0;0;0.00;0;0.00;0.00;97
0;59;0;0;88;0;0;0.00;0;0.00;0.00;97
